브랜드,제품군,시리얼넘버,RAM,상품명,화면 크기,해상도,CPU 모델,밝기,주사율,CPU 브랜드,CPU 클럭,GPU 타입,GPU 카드,GPU 코어 수,저장 용량,배터리,무게,os,용도
LG전자,그램 프로17,17Z90SP-GA70K,16GB,LG전자 그램 프로17 17Z90SP-GA70K,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.299kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX59K,32GB,LG전자 그램 프로17 17ZD90SP-GX59K WIN11,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.299kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-EX59K,32GB,LG전자 그램 프로17 17ZD90SP-EX59K,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.379kg,정보없음,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17Z90SP-ED79K,32GB,LG전자 그램 프로17 17Z90SP-ED79K,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,256GB,90Wh,1.379kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17Z90SP-EA5HK,16GB,LG전자 그램 프로17 17Z90SP-EA5HK,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.379kg,윈도우11홈,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX76K,16GB,LG전자 그램 프로17 17ZD90SP-GX76K WIN11,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.299kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-EX59K,32GB,LG전자 그램 프로17 17ZD90SP-EX59K WIN11,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.379kg,윈도우11(설치),"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-EX79K,32GB,LG전자 그램 프로17 17ZD90SP-EX79K,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.379kg,정보없음,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-EX79K,32GB,LG전자 그램 프로17 17ZD90SP-EX79K WIN11,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,512GB,90Wh,1.379kg,윈도우11(설치),"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX79K,32GB,LG전자 그램 프로17 17ZD90SP-GX79K WIN11,17인치,2560x1600,코어 울트라7,400nit,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.299kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17Z90SP-GA50K,16GB,LG전자 그램 프로17 17Z90SP-GA50K,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.299kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17ZD90SP-GX56K,16GB,LG전자 그램 프로17 17ZD90SP-GX56K WIN10,17인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.299kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17Z90SP-EP7ML,16GB,LG전자 그램 프로17 17Z90SP-EP7ML,17인치,2560x1600,코어 울트라7,정보없음,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,256GB,90Wh,1.379kg,윈도우11프로,"['그래픽작업용', '휴대용']"
LG전자,그램 프로17,17Z90SP-EP7FL,32GB,LG전자 그램 프로17 17Z90SP-EP7FL,17인치,2560x1600,코어 울트라7,정보없음,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,1TB,90Wh,1.379kg,윈도우11프로,['휴대용']
LG전자,그램 프로17,17Z90SP-EP7KL,32GB,LG전자 그램 프로17 17Z90SP-EP7KL,17인치,2560x1600,코어 울트라7,정보없음,144Hz,인텔,4.8GHz,외장그래픽,RTX3050,1,256GB,90Wh,1.38kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,그램 프로17,17Z90SP-GP7ML,16GB,LG전자 그램 프로17 17Z90SP-GP7ML,17인치,2560x1600,코어 울트라7,정보없음,144Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.299kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16TD90SP-KX56K,16GB,LG전자 그램 프로360 16TD90SP-KX56K,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.399kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16TD90SP-KX76K,16GB,LG전자 그램 프로360 16TD90SP-KX76K,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.399kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16T90SP-KD7BK,32GB,LG전자 그램 프로360 16T90SP-KD7BK,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc,8core,1TB,77Wh,1.399kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16TD90SP-KX56K,16GB,LG전자 그램 프로360 16TD90SP-KX56K WIN11,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.399kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16T90SP-KA5CK,16GB,LG전자 그램 프로360 16T90SP-KA5CK,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.399kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16T90SP-KA70K,16GB,LG전자 그램 프로360 16T90SP-KA70K,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.399kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16T90SP-KD79K,32GB,LG전자 그램 프로360 16T90SP-KD79K,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.399kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16T90SP-KA5BK,16GB,LG전자 그램 프로360 16T90SP-KA5BK,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.399kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16TD90SP-KX76K,16GB,LG전자 그램 프로360 16TD90SP-KX76K WIN11,16인치,2880x1800,코어 울트라7,400nit,120Hz,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.399kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16T90SP-KA5HK,16GB,LG전자 그램 프로360 16T90SP-KA5HK,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.399kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16T90SP-GA5HK,16GB,LG전자 그램 프로360 16T90SP-GA5HK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.399kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램 프로360,16T90SP-KA50K,16GB,LG전자 그램 프로360 16T90SP-KA50K,16인치,2880x1800,코어 울트라5,400nit,120Hz,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.399kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램15,15ZD90RU-GX54K,16GB,LG전자 그램15 15ZD90RU-GX54K,15.6인치,1920x1080,i5-1334U,350nit,정보없음,인텔,1.3GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램15,15ZD90RU-GX54K,16GB,LG전자 그램15 15ZD90RU-GX54K WIN11,15.6인치,1920x1080,i5-1334U,350nit,정보없음,인텔,1.3GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.14kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,그램15,15Z90ST-GAFWK,16GB,LG전자 그램15 15Z90ST-GAFWK,15.6인치,1920x1080,코어 울트라5,400nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,60Wh,990g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램15,15ZG90S-GR55KN,8GB,LG전자 그램15 15ZG90S-GR55KN,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.29kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램17,17Z90S-GAFWK,16GB,LG전자 그램17 17Z90S-GAFWK,17인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.35kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램360,16TD90P-GX50K,8GB,LG전자 그램360 16TD90P-GX50K,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,정보없음,['사무/인강용']
LG전자,그램360,16T90P-GR5BK,8GB,LG전자 그램360 16T90P-GR5BK,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,윈도우11홈,['사무/인강용']
LG전자,그램360,14T90P-GAF6K,16GB,LG전자 그램360 14T90P-GAF6K,14인치,1920x1200,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,72Wh,1.25kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램360,16T90P-GA5BK,8GB,LG전자 그램360 16T90P-GA5BK,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,윈도우10,['사무/인강용']
LG전자,그램360,14TD90P-GX50K,8GB,LG전자 그램360 14TD90P-GX50K,14인치,1920x1200,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,72Wh,1.25kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램360,16T90P-GA7BK,16GB,LG전자 그램360 16T90P-GA7BK,16인치,2560x1600,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,윈도우11홈,['사무/인강용']
LG전자,그램360,16TD90P-GX5DK,8GB,LG전자 그램360 16TD90P-GX5DK,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,정보없음,['사무/인강용']
LG전자,그램360,14TD90P-GX70K,16GB,LG전자 그램360 14TD90P-GX70K WIN10,14인치,1920x1200,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,72Wh,1.25kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,그램360,16TD90P-GX50K,8GB,LG전자 그램360 16TD90P-GX50K WIN10,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,윈도우10(설치),['사무/인강용']
LG전자,그램360,16TD90P-GX7DK,16GB,LG전자 그램360 16TD90P-GX7DK WIN10,16인치,2560x1600,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,윈도우10(설치),['사무/인강용']
LG전자,그램360,16TD90P-GX7DK,16GB,LG전자 그램360 16TD90P-GX7DK,16인치,2560x1600,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,정보없음,['사무/인강용']
LG전자,그램360,16T90P-GAF6K,16GB,LG전자 그램360 16T90P-GAF6K,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,윈도우11홈,['사무/인강용']
LG전자,그램360,16TD90P-GXF6K,16GB,LG전자 그램360 16TD90P-GXF6K,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,정보없음,['사무/인강용']
LG전자,그램360,14T90P-GA7DK,16GB,LG전자 그램360 14T90P-GA7DK,14인치,1920x1200,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,72Wh,1.25kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,그램360,14T90P-OA56K,16GB,LG전자 그램360 14T90P-OA56K,14인치,1920x1200,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,72Wh,1.25kg,윈도우10,"['사무/인강용', '휴대용']"
LG전자,그램360,14TD90P-GX7GK,16GB,LG전자 그램360 14TD90P-GX7GK,14인치,1920x1200,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,72Wh,1.25kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램360,16TD90P-GX56K,16GB,LG전자 그램360 16TD90P-GX56K WIN10,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,윈도우10(설치),['사무/인강용']
LG전자,그램360,14TD90P-GX70K,16GB,LG전자 그램360 14TD90P-GX70K,14인치,1920x1200,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,72Wh,1.25kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,그램360,14TD90P-GX30K,8GB,LG전자 그램360 14TD90P-GX30K WIN10,14인치,1920x1200,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,256GB,72Wh,1.25kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,그램360,16TD90P-GX56K,16GB,LG전자 그램360 16TD90P-GX56K,16인치,2560x1600,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,80Wh,1.48kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-AD5WA,8GB,삼성전자 노트북 NT350XCR-AD5WA,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-AD3AW,8GB,삼성전자 노트북 NT350XCR-AD3AW,15.6인치,1920x1080,i3-10110U,정보없음,정보없음,인텔,2.1GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-AD5WA,16GB,삼성전자 노트북 NT350XCR-AD5WA 16GB램,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-AD3AS,8GB,삼성전자 노트북 NT350XCR-AD3AS,15.6인치,1920x1080,i3-10110U,정보없음,정보없음,인텔,2.1GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-AD5AS,8GB,삼성전자 노트북 NT350XCR-AD5AS,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCJ-K58WA,8GB,삼성전자 노트북 NT350XCJ-K58WA,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10,['사무/인강용']
삼성전자,노트북,NT350XCR-A58M,8GB,삼성전자 노트북 NT350XCR-A58M,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-AD3AW,16GB,삼성전자 노트북 NT350XCR-AD3AW 16GB램,15.6인치,1920x1080,i3-10110U,정보없음,정보없음,인텔,2.1GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-AD7AS,16GB,삼성전자 노트북 NT350XCR-AD7AS WIN10 16GB램,15.6인치,1920x1080,i7-10510U,정보없음,정보없음,인텔,1.8GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10(설치),['사무/인강용']
삼성전자,노트북,NT350XCJ-K58WA,16GB,삼성전자 노트북 NT350XCJ-K58WA 16GB램,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10,['사무/인강용']
삼성전자,노트북,NT350XCR-AD7AS,16GB,삼성전자 노트북 NT350XCR-AD7AS 16GB램,15.6인치,1920x1080,i7-10510U,정보없음,정보없음,인텔,1.8GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-A78MW,8GB,삼성전자 노트북 NT350XCR-A78MW,15.6인치,1920x1080,i7-10510U,정보없음,정보없음,인텔,1.8GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북,NT350XCR-AD7AS,8GB,삼성전자 노트북 NT350XCR-AD7AS WIN10,15.6인치,1920x1080,i7-10510U,정보없음,정보없음,인텔,1.8GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10(설치),['사무/인강용']
삼성전자,노트북,NT350XCR-AD3AS,16GB,삼성전자 노트북 NT350XCR-AD3AS WIN10 16GB램,15.6인치,1920x1080,i3-10110U,정보없음,정보없음,인텔,2.1GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10(설치),['사무/인강용']
삼성전자,노트북,NT350XCR-AD5WA,8GB,삼성전자 노트북 NT350XCR-AD5WA WIN10,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10(설치),['사무/인강용']
삼성전자,노트북,NT350XCR-A58M,8GB,삼성전자 노트북 NT350XCR-A58M WIN10,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10(설치),['사무/인강용']
삼성전자,노트북 Flash,NT530XBB-K24W,4GB,삼성전자 노트북 Flash NT530XBB-K24W,13.3인치,1920x1080,정보없음,정보없음,정보없음,정보없음,1.1GHz,정보없음,정보없음,1,128GB,39Wh,1.37kg,윈도우10,"['사무/인강용', '휴대용 이제는 윈도우 10으로 바꿔야만 할 때! 2018.10. 상품리뷰']"
삼성전자,노트북 플러스,NT550XCJ-XC58,8GB,삼성전자 노트북 플러스 NT550XCJ-XC58,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,외장그래픽,MX250,1,256GB,43Wh,1.86kg,윈도우10,['그래픽작업용']
삼성전자,노트북 플러스,NT550XCR-AD5A,8GB,삼성전자 노트북 플러스 NT550XCR-AD5A,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북 플러스,NT550XCR-AD5A,16GB,삼성전자 노트북 플러스 NT550XCR-AD5A 16GB램,15.6인치,1920x1080,i5-10210U,정보없음,정보없음,인텔,1.6GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북 플러스,NT550XCJ-KC34W,4GB,삼성전자 노트북 플러스 NT550XCJ-KC34W,15.6인치,1920x1080,i3-10110U,정보없음,정보없음,인텔,2.1GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDZ-AD5A,16GB,삼성전자 노트북 플러스2 NT550XDZ-AD5A 16GB램,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북 플러스2,NT551XDA-KD58G,8GB,삼성전자 노트북 플러스2 NT551XDA-KD58G,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,512GB,43Wh,1.81kg,윈도우11홈,['사무/인강용']
삼성전자,노트북 플러스2,NT551XDA-KD78G,8GB,삼성전자 노트북 플러스2 NT551XDA-KD78G,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,512GB,43Wh,1.81kg,윈도우11홈,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDA-XC59G,8GB,삼성전자 노트북 플러스2 NT550XDA-XC59G,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,MX450,1,256GB,43Wh,1.84kg,윈도우10,['그래픽작업용']
삼성전자,노트북 플러스2,NT550XDA-K14A,4GB,삼성전자 노트북 플러스2 NT550XDA-K14A,15.6인치,1920x1080,정보없음,정보없음,정보없음,인텔,1.8GHz,내장그래픽,UHD Graphics,1,128GB,43Wh,1.81kg,윈도우11프로,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDZ-AD5A,8GB,삼성전자 노트북 플러스2 NT550XDZ-AD5A,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용/2021년 11월 광시야각 추가 변경']
삼성전자,노트북 플러스2,NT551XDA-KD58G,16GB,삼성전자 노트북 플러스2 NT551XDA-KD58G 16GB램,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,43Wh,1.81kg,윈도우11홈,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDA-K24A,4GB,삼성전자 노트북 플러스2 NT550XDA-K24A,15.6인치,1920x1080,정보없음,정보없음,정보없음,인텔,2.0GHz,내장그래픽,UHD Graphics,1,128GB,43Wh,1.81kg,윈도우11프로,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDA-K78A,8GB,삼성전자 노트북 플러스2 NT550XDA-K78A,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,43Wh,1.81kg,윈도우10,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDZ-AD5AW,8GB,삼성전자 노트북 플러스2 NT550XDZ-AD5AW,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDA-KC58G,8GB,삼성전자 노트북 플러스2 NT550XDA-KC58G,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,43Wh,1.81kg,윈도우10,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDA-KC35W,4GB,삼성전자 노트북 플러스2 NT550XDA-KC35W,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,윈도우10,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDZ-AD3A,8GB,삼성전자 노트북 플러스2 NT550XDZ-AD3A,15.6인치,1920x1080,i3-1115G,정보없음,정보없음,인텔,3.0GHz,내장그래픽,UHD Graphics,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
삼성전자,노트북 플러스2,NT550XDZ-AD5AW,8GB,삼성전자 노트북 플러스2 NT550XDZ-AD5AW WIN10,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,43Wh,1.81kg,윈도우10(설치),['사무/인강용']
삼성전자,노트북 플러스2,NT550XDZ-AD5AW,16GB,삼성전자 노트북 플러스2 NT550XDZ-AD5AW 16GB램,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,43Wh,1.81kg,정보없음,['사무/인강용']
